date,title,content
20190731,"고흥군, 공무원 정책제안 경진대회 개최",[아시아경제 호남취재본부 김은호 기자] 전남 고흥군은 공무원들의 역량 강화와 정책발굴을 위해 ‘2019 공무원 정책제안 경진대회’를 내달 1일부터 실시한다고 31일 밝혔다.이번 경진대회는 그동안 아이템 수준에 그친 공무원 정책 제안제도를 ‘양적 확대’보다는 ‘질적 향상’을 중심으로 전환해 실질적인 군정 발전에 보탬이 될 정책을 공무원이 직접 제안하게 하..
20190731,"""귀농 귀촌 10명 중 4명, 마을 리더로 적극 활약""","귀농이나 귀촌자 10명 가운데 4명은 마을 리더로 변신한 것으로 나타났다. 
 
농촌진흥청은 한국농촌경제연구원과 함께 귀농 귀촌인 1,039명의 동의를 받아 2014년부터 2018년까지 ‘귀농 귀촌인 정착실태 장기추적조사’를 실시한 결과 이같이 나타났다고 31일 밝혔다. 
 
이번 조사는 귀농 귀촌인의 준비에서부터 이주 정착과정, 경제활동, 지역사회활동.."
20190731,50세 이하가 40% 젊어진 귀농 귀촌,"[앵커]

 귀농과 귀촌, 어떤 사람들이 하고 있을까요?

 50살 이하가 40%에 달하고, 학위나 자격증 소지자도 절반을 훌쩍 넘겼습니다.

 젊고 다양한 지식을 지닌 귀농 귀촌인들이 고령화된 농촌에 활력을 불어넣는 것으로 분석됐습니다.

 박효인 기자의 보도입니다.

 [리포트]

 농촌진흥청이 귀농 귀촌인 천여 명을 대상으로 5년간 추적 조사를 실.."
20190731,"정읍시 입암면, 귀농 귀촌인 초청 간담회 개최","정읍시 입암면(면장 김영환)은 지난 29일 입암면 등천리 일원에서 지역 내 귀농ㆍ귀촌인 50여명을 대상으로 ‘귀농ㆍ귀촌인 초청 간담회’를 가졌다. 

이날 간담회는 김영환 면장으로부터 면정 현황을 청취한 뒤 새내기 귀농ㆍ귀촌인들의 안정적 정착을 위한 정읍시 귀농ㆍ귀촌 지원사업을 안내했다. 

또 선배 귀농인들의 정착과정과 갈등 극복사례에 대해 상호 소통.."
20190731,"전남 친환경농, 유기농무역박람회 판촉 활동","전남도는 8월 1일부터 3일까지 서울 코엑스에서 열리는 '제18회 2019 친환경유기농 무역박람회'에서 전남 친환경농산물의 우수성 홍보 및 판촉활동에 나선다고 31일 밝혔다.
친환경유기농 무역박람회는 지난 2002년부터 매년 개최되는 국내 최대 규모의 유기농 관련 비즈니스 박람회다.
(사)한국유기농업협회가 주최하고 농림축산식품부가 후원하는 이번 박람회에.."
20190731,"경남과학기술대, 취 창업 동부지원사무소 개소","경남과학기술대(총장 김남경)가 31일 창원시 경남창조혁신센터 내에 취 창업 동부지원사무소를 열고 본격 활동에 들어갔다. 경남과기대 제공



 
 
 경남과학기술대(총장 김남경)가 31일 창원시 경남창조경제혁신센터 내에 취 창업 동부지원사무소를 열고 본격 활동에 들어갔다. 
 
 경남과기대는 기계 부품산업이 집중된 창원에 취 창업 기회를 높이고, 실용교.."
20190731,"""귀농 귀촌인 10명 중 4명 마을리더로 변신"" 9% 도시 재이주","[헤럴드경제=황해창 기자] 귀농 귀촌인 10명 중 6명꼴로 귀농 귀촌이 성공적이라고 생각하고 있으며 4명꼴로 마을 리더로 활동하는 것으로 나타났다. 
 
 하지만 영농 실패 등으로 10명 중 한 명꼴로는 도시로 되돌아갔다. 
 
 농촌진흥청은 귀농 귀촌인의 농촌사회 정착 과정을 파악하기 위해 한국농촌경제연구원과 함께 '귀농 귀촌인 정착실태 장기추적조사'.."
20190731,귀농 귀촌인 10명 중 6명가량 ‘만족’ 9% 도시 재이주,"[헤럴드경제=배문숙 기자] 귀농 귀촌인 10명 중 6명가량은 귀농 귀촌이 성공적이라고 생각하고 있는 것으로 조사됐다. 또 귀농 귀촌인 10명 중 4명가량은 마을 리더로 활동하는 것으로 나타났다. 
 
 반면, 영농 실패 등으로 10명 중 한 명꼴로는 도시로 되돌아갔다. 
 
 농촌진흥청(청장 김경규)은 귀농 귀촌인의 농촌사회 정착 과정을 파악하기 위해 .."
20190731,"귀농 귀촌한 이들, 5년 지나니 10명 중 4명은 ‘마을 리더’","귀농 귀촌자 1039명 5년간 추적 조사 
시간 흐를수록 만족도 높아졌지만 경제적 어려움도 느껴 
 
 
 
귀농 귀촌한 이들 10명 중 4명은 지역에서 리더 역할을 맡는 것으로 조사됐다. 정착 기간이 길어질수록 지역 사회 활동 참여율이 더 늘었다. 상대적으로 젊고 대학 졸업자 등 학위를 지닌 이들이 많다보니 중추적인 역할을 하게 된 것이다. 다만 오래.."
20190731,“귀농 귀촌인 젊고 재능 많아 8.6%는 다시 도시로”,"[앵커]

 귀농과 귀촌, 어떤 사람들이 하고 있을까요?

 50살 이하가 40%에 달하고, 학위나 자격증 소지자도 절반을 훌쩍 넘겼습니다.

 젊고 다양한 지식을 지닌 귀농 귀촌인들이 고령화된 농촌에 활력을 불어넣는 것으로 분석됐습니다.

 박효인 기자의 보도입니다.

 [리포트]

 농촌진흥청이 귀농 귀촌인 천여 명을 대상으로 5년간 추적 조사를 실.."
20190731,귀농 귀촌인 58%가 ‘성공적’ 역귀농은 8.6%,"귀농 귀촌인들이 농사를 시작할 때 농지를 구입하거나 임차한 경우의 비율.



 정부가 귀농 귀촌인을 5년동안 추적 조사한 결과, 35%가 마을리더로 활동하고 자신의 귀농 귀촌이 비교적 성공적이라고 평가하는 경우가 많은 것으로 나타났다. 조사기간 중 다시 도시로 돌아간 경우는 8.6%였다. 
 
 농촌진흥청은 귀농 귀촌인의 농촌 정착과정을 파악하기 위해.."
20190731,귀농 귀촌인 10명 중 4명은 5년만에 ‘마을리더’로 변신...10명 중 1명은 도시로 회귀,"귀농 귀촌인 10명 중 3~4명은 5년만에 ‘마을리더’로 변신해 활동하는 것으로 나타났다.

농촌진흥청은 한국농촌경제연구원과 함께 귀농 귀촌인의 농촌사회 정착 과정을 파악하기 위해 ‘귀농 귀촌인 정착 실태 장기추적조사’를 실시해 31일 그 결과를 발표했다. 이번 조사는 2014년 귀농 귀촌자 중 1039명을 대상으로 실시됐다. 

귀농 귀촌인들은 농촌에.."
20190731,"음성군, 2기 신규농업인 영농기초기술교육 수강생 모집","［충북일보=음성］ 음성군농업기술센터는 31일 신규농업인 영농기초기술교육 2기 수강생을 모집한다고 밝혔다. 

교육 모집인원은 25명으로 음성군에 전입한지 5년 이내의 귀농 귀촌인이 대상이다. 

이번 교육은 귀농초기 농촌생활 적응과 농업에 대한 이해도를 높여 안정적인 생활기반 조성에 도움이 될 것으로 기대된다. 

교육기간은 오는 9월 17일부터 24일.."
20190731,환경 개선 인구늘리기 시민 제안공모,"춘천시가 지역 현안 해결을 위해 시민 아이디어를 공모한다.시는 ‘춘천의 고민,시민 여러분 도와주세요!’ 공모제안을 8월1일부터 한 달 간 진행한다고 30일 밝혔다. 

생활환경 개선과 인구늘리기 2개로 구분되며 생활환경 개선 분야에서는 생활쓰레기 50% 줄이기,미세먼지 도시열섬 현상 대응 방안 등 생활환경 문제에 대한 아이디어를 모집한다.인구늘리기 분야.."
20190731,태조 이성계도 반한 '빨간맛' 그 맥을 잇다,"[머니투데이 순창(전북)=정혁수 기자 ] [[깨끗하고 아름다운 농촌마을-(4회)]전북 순창군 '순창 고추장 익는 마을' 전국서 비법 배우러 年 4만명 '발길']

 29일 전북 순창군 고추장익는 마을의 모습. / 사진=순창(전북)=이기범 기자 leekb@-작은 산골마을로 출발 외국인 청소년 등 연간 4만여명 발걸음
-""전국 최고 마을 만들자"" 농촌환경 .."
20190731,"고흥군, 귀농귀촌 상생발전 머리 맞댄다","고흥군이 귀농귀촌 상생발전 방안을 모색하는 등 정주여건 개선에 박차를 가하고 있다.
고흥군에 따르면 군은 최근 16개 읍면 이장단, 귀향귀촌 군 읍면 협의회장 등 60여명이 참석한 가운데 귀농귀촌 상생발전을 위한 간담회를 개최했다.
이번 간담회는 고흥군이 도시민 귀농귀촌 1번지로 유입 인구가 증가하면서 일부 마을에서 받고 있는 마을발전기금(입동비)과 관.."
20190730,"[동남권 민선 7기 1년]김경수 경남지사 ""남부내륙철도 등 굵직한 국책사업 유치..국비 5조시대 열어""","김경수 경남지사 
경남에서 민주당 당적으로는 처음으로 도지사에 당선된 김경수 지사는 지난 1년 동안 혁신 소통 협력의 도정을 펼쳤다. 제조업 중심지로 대한민국 경제 성장의 견인차 역할을 했지만 최근 침체의 늪에 빠진 경남도의 수장을 맡아 변화를 이끌고 있는 김 지사는 “지난 1년이 변화의 시작이었다면 앞으로는 수요자중심의 도정을 적극 펼치겠다”는 포부를.."
20190730,"[기고]귀농 귀촌 느는 남원시 산내면, 자치 문화가 꽃핀다","지난 6월 말 서울, 인천, 경기 등 수도권 인구가 전체 인구에서 차지하는 비율이 49.91%가 되었다. 수도권 인구가 50%를 넘어서는 것은 분권과 균형발전을 추진해온 정부 정책이 실패했다는 신호가 될 것이다. ‘지역균형발전 정책이 물리적 인프라(하드웨어) 중심의 혁신뿐만 아니라 교육, 교통, 주거, 문화 등과 관련된 생활양식(소프트웨어)의 혁신도 이.."
20190730,"해남군, 귀농 귀촌 1만명 유치 박차","해남군이 행복한 귀농 귀촌 1번지 땅끝해남의 비전을 목표로 귀농귀촌 1만명 유치를 위해 박차를 가하고 있다.

30일 해남군에 따르면 귀농귀촌을 통한 인구유입으로 청년을 비롯한 인구유입 1만명을 목표로 도시민 유치와 정착지원을 위한 활성화 대책을 수립, 본격 추진하고 있다.

이를 위해 올해 인구정책 총괄부서인 인구정책과를 신설하고 귀농귀촌 전담팀을 구.."
20190730,"‘미운 오리새끼서 백조로’ 변신한 단독주택, 규제 홍수 아파트보다 대지지분 매력 수도권 넘어 지방 단독주택 값도 ‘쑥’","‘아파트 공화국’인 대한민국에서 단독주택은 아파트의 열등재로 치부된다. 하지만 막상 뚜껑을 열고 보면 단독주택의 저력이 만만찮다. 투자 면에서 아파트보다 탄탄하고 안정적인 가격 상승세를 보이고 있고, 실수요 면에서도 젊은층들의 새로운 주거대안으로 떠오르고 있어서다. ‘미운 오리새끼’로 불리던 단독주택의 화려한 변신이다.
최근 찾은 서울시 성동구 성수동의.."
20190730,"춘천시 ‘인구 늘리고, 쓰레기 줄이는’ 아이디어 삽니다","강원도 춘천시가 인구는 늘리고, 쓰레기는 줄이기 위한 아이디어를 시민들로부터 산다. 춘천시는 8월 한 달간 ‘춘천의 고민, 시민 여러분 도와주세요!’ 공모제안을 진행한다고 30일 밝혔다. 
 
시에 따르면 이번 공모제안은 생활환경 개선과 인구 늘리기 2개 분야로 진행된다. 생활환경 개선 분야는 생활 쓰레기 50% 줄이기, 미세먼지 도시 열섬 현상 대응 .."
20190730,횡성군 귀농 귀촌인구 1만명 시대 눈앞,"7년간 7490명 유입 횡성군으로 이주하는 귀농 귀촌인구가 지난 한해만 1500여명을 넘어서며 누적 이주인구 1만명 시대를 눈앞에 두고 있다. 

29일 횡성군에 따르면 2012년부터 지난해까지 7년간 횡성지역으로 귀농 귀촌한 인구는 모두 7490명에 달한다.연도별로는 2015년 1122명,2016년 1204명,2017년 1437명에 이어 지난 해에는 .."
20190730,"고흥군, 귀농귀촌 행복 SNS 홍보단 발대식","전남 고흥군이 29일 군청 팔영산홀에서 '고흥귀농귀촌행복 SNS 홍보단' 24명을 위촉하고 발대식을 가졌다. SNS 홍보단은 지난 5월 15일부터 30일간 공개모집을 통해 팔로워 2000명 이상 최고 8000여명을 갖고 유튜브, 트위터, 페이스북 등 개인 SNS를 운영하고 있으며 20대부터 60대까지 주부, 직장인, 선도 귀농인 등 다양하게 구성돼 있다.."
20190730,"함평군, 귀농 귀촌인-지역주민 간 융화 교육","전남 함평군이 최근 엑스포공원 금호아시아나관에서 귀농 귀촌인과 지역주민이 교류할 수 있는 융화교육을 실시해 지역사회의 큰 호평을 받았다. 도시민 농촌유치지원사업의 일환으로 실시된 이날 교육에는 협동조합 '젊은 협업농장' 정영환 씨가 강사로 나서 상호이해와 배려, 소통에 대해 집중 조명했으며 참석한 지역주민 및 귀농 귀촌인 200여 명 역시 큰 호응으로 .."
20190729,"의령군 귀농.귀촌 직거래장터, 음악과 함께 즐기세요","경남 의령군(군수 이선두)은 지난 26일 종합사회복지관 참살이 마당에서 귀농 귀촌 직거래장터를 열어 의령군에서 난 신선한 농특산물 홍보에 나섰다고 밝혔다. 귀농귀촌연구회 직거래장터는 의령군 귀농귀촌연구회(회장 김동재) 회원들이 모여 직접 재배한 신선한 농특산물을 전시 판매하는 장터로, 지역 주민들과 직접 소통하고 화합하는 장이다. 음악과 함께하는 이번 .."
20190729,"고흥군, 귀농 귀촌 행복 SNS 홍보단 발대식 가져","[아시아경제 호남취재본부 김은호 기자] 전남 고흥군은 29일 군청 팔영산 홀에서 ‘고흥 귀농 귀촌 행복 SNS 홍보단’ 24명을 위촉하고 발대식을 했다고 29일 밝혔다.SNS 홍보단은 지난 5월 15일부터 30일간 공개모집을 통해 팔로워 2백 명 이상 최고 8천여 명을 갖고 유튜브, 트위터, 페이스북 등 개인 SNS를 운영하고 있으며, 20대부터 60대.."
20190729,‘은퇴 그리고 아름다운 제2의 인생’은 청정 임실에서,"임실군은 전라북도 중앙 중산부에 위치해 도청소재지인 전주에서 약 29km 거리에 있으며 인근 완주군, 진안군, 남원시, 순창군, 정읍시를 경계로 옥정호와 임실N치즈를 중심으로 청정 이미지 제고에 앞장서고 있다. 

또한 태조 이성계가 100일 기도 후 왕에 올랐다는 성수산과 고덕산 산악은 명소로 소문난 지역이다. 섬진강 줄기 또한 천담ㆍ구담권역은 문화체.."
20190729,"함평군, 귀농귀촌인 지역주민 간 융화 교육 실시","[아시아경제 호남취재본부 백은하 기자] 전남 함평군(군수 권한대행 나윤수)은 최근 엑스포공원 금호아시아나관에서 귀농 귀촌인과 지역주민이 교류할 수 있는 융화교육을 실시했다고 29일 밝혔따.도시민 농촌유치지원사업의 일환으로 실시된 이날 교육에는 협동조합 ‘젊은 협업농장’ 정영환 씨가 강사로 나서 상호이해와 배려, 소통에 대해 집중 조명했다.나윤수 함평군수.."
20190729,“농업 교육 실습 체험 원스톱 지원 귀농 귀촌 희망자 구례 정착 도와”,"“자연이 살아 숨 쉬는 생명의 도시 구례를 만들기 위해 체류형농업창업지원센터를 앞세워 귀농 귀촌 희망자들을 위해 최선을 다하겠습니다.” 
 
 김순호(사진) 전남 구례군수는 28일 “체류형농업창업지원센터는 농림축산식품부가 귀농 귀촌 희망자들의 안정적인 정착을 위해 마련한 사업”이라고 설명했다. 
 
 그는 “전국에 구례를 비롯해 제천, 영주, 금산, 홍.."
20190729,[춘천]25개 읍 면 동 중 21곳이 지방소멸위험 주의단계,"춘천의 인구 감소는 인구절벽과 지역소멸 위험 확대로 이어지고 있다.

올해 6월 말 기준 춘천의 15~64세 생산가능인구는 전체의 70.8%인 19만8,519명으로 집계됐다. 지역 인구 감소세는 20 30대 청년층의 타 지역 이탈이 주요 원인으로 향후 생산가능인구 비율이 급속도로 줄어드는 인구절벽이 심화될 가능성이 높다. 

 인구절벽은 생산과 소비 등.."
20190729,???[주요경제일정] 7월 29일(월)~8월 2일(금),"[사진=연합뉴스]일본은 내달 2일 국가안보상 우방국가를 뜻하는 ‘화이트국가 리스트’에서 한국을 제외할 계획으로 알려졌다.정부는 30일과 내달 1일 홍남기 경제부총리 겸 기재부 장관 주재로 일본 수출규제 대응 관계 장관회의를 열 예정이다. 성윤모 산업통상자원부 장관, 박영선 중소벤처기업부 장관, 최종구 금융위원장, 노형욱 국무조정실장 등이 참석할 예정이다.."
20190728,"고흥군, 귀농귀촌 상생발전 간담회 개최","전남 고흥군이 최근 문화회관 송순섭실에서 16개 읍면 이장단장, 귀향귀촌 군 읍면 협의회장 등 60여명이 참석한 가운데 '귀농귀촌 상생발전을 위한 간담회'를 개최했다. 이번 간담회는 고흥군이 도시민 귀농귀촌 1번지로 유입 인구가 증가하면서 일부 마을에서 마을발전기금(입동비) 부담에 대한 원주민과 갈등을 해소하고 이웃으로 함께 살아가기 위한 소통의 장으로.."
20190728,"고흥군, 귀농귀촌 상생발전 방안 모색","고흥군이 귀농귀촌 상생발전 방안을 모색하는 등 정주여건 개선에 속도를 내고 있다.

고흥군은 28일 “최근 문화회관 송순섭실에서 16개 읍면 이장단장, 귀향귀촌 군 읍면 협의회장 등 60여명이 참석한 가운데 귀농귀촌 상생발전을 위한 간담회를 개최했다”고 밝혔다.

이날 간담회는 고흥군이 도시민 귀농귀촌 1번지로 유입 인구가 증가하면서 일부 마을에서 마을.."
20190728,"정종순 장흥군수, 국비확보 ‘동분서주’","정종순 장흥군수가 내년도 국비확보 및 현안사업 해결을 위해 중앙부처를 방문하는 등 발빠르게 움직이고 있다.

정 군수는 최근 농림축산식품부를 방문해 각종 현안사업을 정부계획에 반영해 달라고 요청했다.

농식품부 관계자를 만난 자리에서는 청년농촌보금자리 사업 등 공모사업 추진상황을 자세히 설명했다.

내년 계획하고 있는 신규 사업과 공모사업에 대해서도 적.."
20190728,정부부처 주간일정 및 보도계획(7월29일~8월2일),"[머니투데이 세종=최우영 기자] ◆국무총리실


29일(월)
△일정 없음

30일(화)
△이낙연 국무총리, 국무회의(오전 10시, 정부서울청사)
△이낙연 국무총리, 서원 유네스코문화유산 등재 관계자 오찬(낮 12시, 서울 공관)
△이낙연 국무총리, 낙동강물문제 하류지역 MOU 체결식(오후4시, 저우서울청사)
△노형욱 국무조정실장, 국무회의(오전 10시,.."
20190728,"연암대, 제 2차'전직창업농 맞춤형 창업 준비 과정'수료","연암대학교(총장 육근열)는 26일 본관 시청각실에서 교육생 19명 및 대학 관계자가 참석한 가운데 ‘제 2차 전직창업농 맞춤형 창업 준비 과정’수료식을 가졌다. 농림축산식품부와 농림수산식품교육문화정보원이 주최하고 연암대 부설 평생교육원 귀농지원센터가 주관하는 이 과정은 지난 9일부터 3주간 합숙과정으로 진행, 교육생 전원이 성공적으로 수료했다. 이 과정.."
20190726,"전북 귀농귀촌상담홍보전, 대전 이틀간 개최","전라북도와 전라북도농어촌지원센터는 대전컨벤션센터(DCC)에서 ‘2019 전라북도 귀농귀촌 상담홍보전-대전편’을 26~27일 이틀간 연다. 
 
이번 홍보전은 ‘귀농귀촌, 전라북도에서 답을 찾다’라는 주제로 열렸다. 도내 귀농귀촌 정책을 펼치는 13개 시 군이 참여해 귀농 귀촌 상담관, 귀농 귀촌 교육관, 귀농 귀촌 정책 홍보관을 운영한다. 이현서 전라북.."
20190726,"순창군, ‘인구감소지역 지원사업’ 선정","순창군이 최근 행정안전부의 ‘2019년도 인구감소지역 통합지원사업’에 선정, 국비를 지원받게 됐다.
‘인구감소지역 통합지원사업’은 저출산 고령화 및 청년층의 도시 이주에 따라 빚어지는 교육 의료 등 생활 인프라 부족, 지역 공동체 붕괴 등 지역인구감소 위기에 대응하기 위한 사업이다. 
군은 지난 10일 세종에서 열린 최종 PT발표와 심사를 거쳐 ‘201.."
20190726,"김순호 구례군수 ""체류형농업창업지원센터 사업 적극 추진""","“‘자연이 살아 숨 쉬는 생명의 도시 구례’를 현실화하기 위해 우선 ‘체류형농업창업지원센터’를 모토로 최선을 다 하겠습니다.” 
 김순호(사진) 전남 구례군수는 25일 “농림축산식품부가 귀농 귀촌 희망자들의 안정적인 정착을 위해 의욕적으로 추진하고 있는 ‘체류형농업창업지원센터’ 사업을 적극적으로 추진하고 있다”고 밝혔다. 
 
 전국 구례를 비롯해 제천.."
20190726,"젊은 귀농 귀촌인이 증가하는 옥천군, 올해 상반기에도 증가","[충청투데이 박병훈 기자] 옥천군은 갈수록 심각해지는 농촌 인구감소 문제를 극복하고자 해마다 다양한 귀농 귀촌 정책을 만들어 추진한 결과, 올해 상반기에 862가구, 1202명에 달하는 귀농 귀촌인이 들어왔다. 

이 같은 통계 수치는 작년 2018년 1463가구 2213명으로 집계된 결과와 비교하였을 때 작년보다 귀농 귀촌 유입 인구수가 증가된 추세를.."
20190726,"당진시, 귀농귀촌 체험 가능한 귀농인의 집 개소","[충청투데이 인택진 기자] 당진시농업기술센터(소장 윤재윤)는 제2의 인생을 꿈꾸는 초보귀농인이 귀농귀촌 체험을 해볼 수 있는 임시거주 공간인 '귀농인의 집'을 당진시 정미면 하성리에 짓고 25일 개소식을 가졌다. 

귀농인의 집은 귀농귀촌 전에 거주공간 확보에 어려움을 겪는 도시민들을 위해 조성된 공간으로, 이곳에서 일정기간 체류하면서 농.."
20190726,"[로터리] 축산업의 패러다임 전환, 스마트 축산","경제가 성장하고 국민소득이 증가함에 따라 축산물 소비가 늘면서 국민 먹거리 공급원으로서 축산업의 역할이 더욱 커지고 있다. 그동안 축산업은 대내외적 어려움 속에서도 꾸준히 성장해 2000년 8조원이던 연간 생산액은 2017년 20조원을 훌쩍 넘어섰다. 소비 증가추세를 감안하면 앞으로도 큰 성장세를 보일 것으로 예상된다. 
 
하지만 이와 같은 괄목할 만.."
20190725,"옥천군, 귀논귀촌 인구 올해 상반기에 1202명","옥천군은 다양한 귀농 귀촌 정책을 만들어 추진한 결과, 올해 상반기에 862가구, 1202명에 달하는 귀농 귀촌인이 들어왔다 고 밝혔다. 이 같은 통계 수치는 작년 2018년 1463가구 2213명으로 집계된 결과와 비교했을 때 작년보다 귀농 귀촌 유입 인구수가 증가된 추세를 보이고 있다. 특히, 이번 귀농 귀촌인 통계 중 눈에 띄는 현상은 30대 이하.."
20190725,귀농 귀촌 먼저 살아보고 결정,당진시농업기술센터(소장 윤재윤)는 제2의 인생을 꿈꾸는 초보 귀농인이 귀농귀촌 체험을 해볼 수 있는 임시거주 공간인 '귀농인의 집'을 정미면 하성리에 짓고 25일 개소식을 가졌다. 귀농인의 집은 귀농귀촌 전에 거주공간 확보에 어려움을 겪는 도시민들을 위해 조성된 공간으로 이곳에서 일정기간 체류하면서 농촌의 특성과 환경을 직접 체험하면서 농촌생활이 자신과..
20190725,고흥군 ‘귀농 귀촌 상생발전’ 간담회 개최,"[아시아경제 호남취재본부 김은호 기자] 전남 고흥군은 지난 24일 문화회관 송순섭실에서 16개 읍면 이장단, 귀향 귀촌 군 읍면 협의회장 등 60여 명이 참석한 가운데 ‘귀농 귀촌 상생발전’을 위한 간담회를 개최했다고 25일 밝혔다.이날 간담회는 고흥군이 도시민 귀농 귀촌 1번지로 유입 인구가 증가하면서 일부 마을에서 마을발전기금(입동비) 부담에 대한 .."
20190725,옥천군 젊은 귀농귀촌 인이 올해 상반기에도 증가,"[옥천]옥천군에 정착하는 젊은 귀농귀촌 인이 올해 상반기에도 증가한 것으로 나타났다.
25일 군에 따르면 갈수록 심각해지는 농촌인구감소 문제를 극복하고자 해마다 다양한 귀농귀촌정책을 만들어 추진한 결과 올해상반기에 862가구 1202명에 달하는 귀농귀촌 인이 들어왔다.
이 같은 통계수치는 2018년 1463가구 2213명으로 집계된 결과와 비교하였을 때.."
